Tarih,Koşu no,Sıralama,At İsmi,Yaşı,Orijin Baba,Orijin Anne,Sahip,İl,Mesafe,Pist Tipi,Grup,Klasifikasyon,Taşıdığı Ağırlık,Jokey,Antrenör,Kulvar,Handikap Puanı,Derece,Ganyan,AGF
16/03/2022,7,1,CİĞERDELEN,6y d  a,SARRAF,YAPRAKCIK,CUMHUR ÜN,İstanbul,2100,Sentetik,4 ve Yukarı Araplar,Handikap 16/DHÖW /H1,55,A.ASLAN,M.ERKUŞ,2,55,2:25:73,"5,80",%12.01(4)
16/03/2022,7,2,BARUTHAN,5y a  a,ÖZGÜNHAN,BİNNAZ,ASKERİ CANPOLAT,İstanbul,2100,Sentetik,4 ve Yukarı Araplar,Handikap 16/DHÖW /H1,50 +0.80,S.TIRPAN,C.DOĞAN,5,44,2:25:97,"8,15",%10.19(5)
16/03/2022,7,3,MUHSİN,7y a  a,BOZOK,SAPHA.34,TÜRKAN TURAN,İstanbul,2100,Sentetik,4 ve Yukarı Araplar,Handikap 16/DHÖW /H1,50 +2.00,B.ÇIĞLA AP,C.TURAN,1,41,2:26:04,"30,80",%2.75(11)
16/03/2022,7,4,ABONE,5y a  a,EFEM,BAKANAY,FERHAT KARA,İstanbul,2100,Sentetik,4 ve Yukarı Araplar,Handikap 16/DHÖW /H1,56,G.YILDIZ,M.SANDIKCI,10,57,2:26:64,"24,70",%2.02(12)
16/03/2022,7,5,ARAPOVİÇ YP,6y k  a,ARTOS,BAĞGÜZELİ,METE ÇELİK,İstanbul,2100,Sentetik,4 ve Yukarı Araplar,Handikap 16/DHÖW /H1,59 +0.30,Ç.TAŞCI AP,E.KOCA,9,69,2:26:66,"17,90",%3.62(9)
16/03/2022,7,6,MİRANALP,4y k  a,TAMERİNOĞLU,BİLANA,TUĞRUL GÜRE,İstanbul,2100,Sentetik,4 ve Yukarı Araplar,Handikap 16/DHÖW /H1,50 +2.00,Y.E.YÜKSEL AP,G.TOPBAŞ,7,43,2:26:76,"15,30",%3.79(8)
16/03/2022,7,7,HÜR UÇAN,5y k  a,UÇANOĞLU,BLUE VELVET,ADNAN GELEN,İstanbul,2100,Sentetik,4 ve Yukarı Araplar,Handikap 16/DHÖW /H1,56,S.BOYRAZ,M.SOYKUVVET,12,57,2:27:61,"2,65",%22.34(1)
16/03/2022,7,8,ÖZGÜRHAN,5y d  a,BATUKAN,FARFARA,Ö.FARUK GİRGİN,İstanbul,2100,Sentetik,4 ve Yukarı Araplar,Handikap 16/DHÖW /H1,50 +2.00,GÖK.BEKTAŞ,S.TAŞBEK,8,41,2:28:70,"8,75",%7.93(6)
16/03/2022,7,9,ATAÇHAN,5y a  a,YİĞİT,FIORE,BİHTERCAN ATAÇ,İstanbul,2100,Sentetik,4 ve Yukarı Araplar,Handikap 16/DHÖW /H1,"53,5",G.ÖZÇELİK,Z.B.DURGUN,11,52,2:28:88,"6,95",%7.6(7)
16/03/2022,7,10,BABA İLHAMİ,11y k  a,GOBAKBEY,GİRYAN,M.ASIM ÇÖMLEKÇİOĞLU,İstanbul,2100,Sentetik,4 ve Yukarı Araplar,Handikap 16/DHÖW /H1,50 +2.00,M.MANAV AP,G.TAŞDELEN,4,43,2:32:81,"7,65",%12.13(3)
16/03/2022,7,11,CESURMİRZA,7y d  a,BOZOK,İLKECAN,ENİS BADIŞOĞLU,İstanbul,2100,Sentetik,4 ve Yukarı Araplar,Handikap 16/DHÖW /H1,"51,5 +0.80",N.AVCİ,G.TAŞDELEN,6,48,2:35:46,"26,70",%2.82(10)
16/03/2022,7,12,İŞİNİBİLİR,6y a  a,KAIZBERT (RU),TAKI,ŞEMSETTİN TOYDEMİR,İstanbul,2100,Sentetik,4 ve Yukarı Araplar,Handikap 16/DHÖW /H1,60,A.AKDEMİR AP,Y.KARAKÜÇÜK,3,71,0:00.00,"7,00",%12.79(2)
16/04/2023,1,1,PETER PANTER DREAM,3y d  e,CRIMEAN TATAR,SHOW STOPPER,ÜMİT BEKMEZCİ,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,58,A.SÖZEN,EN.KARATAŞ,1,0,1:42:18,"2,05",%24.8(1)
16/04/2023,1,2,ANADOLU SEFASI,3y d  d,PACO BOY (IRE),GOLDEN VICTORY,T. İZZET AKSOY,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,56,H.KARATAŞ,A.TEPEBAŞI,5,0,1:42:22,"2,75",%23.54(2)
16/04/2023,1,3,EKARAJ,3y d  e,KALİMDOR,LADY SYLVANAS,MUHAMMET MERT KARAHAN,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,58,M.ÇİÇEK,E.ÇUKURKAŞ,7,0,1:42:54,"5,60",%13(4)
16/04/2023,1,4,MICHY,3y d  e,BUSHRANGER (IRE),LADY,ERKUL ÖCAL,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,58,G.ÖZÇELİK,EN.KARATAŞ,9,0,1:42:60,"20,45",%5.82(6)
16/04/2023,1,5,MEVLÜT REİS,3y d  e,LUXOR,IMELDA,DİRENÇ ÖZDEMİR,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,58,H.ÇİZİK,H.DEMİRBAŞ,10,0,1:43:73,"5,40",%14.43(3)
16/04/2023,1,6,FIRST MAGIC,3y d  e,SIDNEY'S CANDY (USA),ALWAYS THE FIRST,NİMET ARİF KURTEL,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,58,D.PALAUR,Ş.ÖNCEL,2,0,1:43:83,"7,30",%8.24(5)
16/04/2023,1,7,RÜZGARATI,3y d  e,BURATINO (IRE),BRILLIANT CRYSTAL (GB),MEHMET ÇELİK,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,58,MER.ÇELİK,E.KOCA,6,0,1:44:11,"15,35",%4.55(7)
16/04/2023,1,8,MOON TANGO,3y d  d,GENERAL QUARTERS (USA),CUTIE'S ROSIE (USA),EYLEM TANİYİT,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,56,A.YILDIZ,C.ÇİÇEK,11,0,1:45:81,"18,10",%3.26(8)
16/04/2023,1,9,MUŞUN KRALI,3y d  e,POWERSCOURT (GB),POETIKA,ERHAN KAVÇİN,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,58,H.KAPLAN,T.YILMAZ,3,0,0:00.00,0,%0.83(10)
16/04/2023,1,10,SEZGİNCAN,3y d  e,SALVATORE,BABADAĞINKIZI,NAZMİYE ÖZŞAHİN,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,58,U.BARLIK,E.KOCA,8,0,0:00.00,0,%1.23(9)
16/04/2023,1,11,WINNER ANGEL,3y d  d,FAST STARS LINE,NOBLE DAME,ERDAL DAĞIDIR,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,56,E.ÇİZİK AP,ŞÜK. ÇELİK,4,0,0:00.00,0,%0.31(11)
16/04/2023,2,1,PRANAYAMA,3y d  d,ENGLISH CHANNEL (USA),ALNAWAIBI (USA),V.HAKAN KELEŞ,İstanbul,2000,Sentetik,3 Yaşlı İngilizler,ŞARTLI 3/Dişi,60,G.KOCAKAYA,S.KAYMAKLI,3,54,2:08:33,"1,60",%32.89(1)
16/04/2023,2,2,ANADOLU DESTANI,3y d  d,VICTORY GALLOP (CAN),ROKOKO,T. İZZET AKSOY,İstanbul,2000,Sentetik,3 Yaşlı İngilizler,ŞARTLI 3/Dişi,55 +0.70,H.KARATAŞ,A.TEPEBAŞI,9,30,2:08:43,"6,00",%7.43(3)
16/04/2023,2,3,MIDNIGHTY,3y k  d,GENERAL QUARTERS (USA),DANCING COCO (IRE),OĞUZ DAĞLAROĞLU,İstanbul,2000,Sentetik,3 Yaşlı İngilizler,ŞARTLI 3/Dişi,56 +0.50,H.ÇİZİK,A.G.GÖNÜLTAŞ,4,44,2:09:13,"10,45",%5.66(4)
16/04/2023,2,4,SEPTEMBER,3y d  d,WOLF PRINCE,LOLION,MELİH GÖRGÜN,İstanbul,2000,Sentetik,3 Yaşlı İngilizler,ŞARTLI 3/Dişi,58,G.ÖZÇELİK,Ş.GÖKÇE,7,55,2:09:17,"1,95",%24.98(2)
16/04/2023,2,5,MARISCAL,3y d  d,KANEKO,NOTHINGCOMPARESTOU,AYDIN ÜSTÜNDAĞ,İstanbul,2000,Sentetik,3 Yaşlı İngilizler,ŞARTLI 3/Dişi,55,M.HAMEDİ,E.USLU,5,40,2:09:61,"29,90",%1.8(7)
16/04/2023,2,6,STRONG ENOUGH,3y d  d,VICTORY GALLOP (CAN),İNDO,GÜNER TEKAN,İstanbul,2000,Sentetik,3 Yaşlı İngilizler,ŞARTLI 3/Dişi,52 +2.00,E.BOZDAĞ AP,E.ÇUKURKAŞ,6,34,2:09:90,"21,55",%2.72(5)
16/04/2023,2,7,QUEEN OF KARŞIYAKA,3y d  d,PLEASANTLY PERFECT (USA),LADY MELİS,H.BURAK ÇULLU,İstanbul,2000,Sentetik,3 Yaşlı İngilizler,ŞARTLI 3/Dişi,55,A.YILDIZ,AT.GÖKÇE,1,35,2:11:46,"26,35",%1.61(8)
16/04/2023,2,8,DORUQ,3y a  d,CORINTHIAN (USA),BERTINORO,FERHAT ÇELİK,İstanbul,2000,Sentetik,3 Yaşlı İngilizler,ŞARTLI 3/Dişi,55 +1.20,İS.YILDIRIM AP,D.ÇELİK,2,48,0:00.00,"25,70",%1.89(6)
16/04/2023,2,9,TALE OF US,3y d  d,WIN RIVER WIN (USA),MAYA MY LOVE,EMİR KAVÇİN,İstanbul,2000,Sentetik,3 Yaşlı İngilizler,ŞARTLI 3/Dişi,55,MER.ÇELİK,E.KOCA,8,58,0:00.00,"8,85",%21.02(9)
16/04/2023,3,1,GÖKALAN,4y a  a,AYABAKAN,İLK KIZ,MURAT KAYA,İstanbul,2100,Sentetik,4 Yaşlı Araplar,ŞARTLI 4/DHÖW,58,VED.ABİŞ,M.AKBULUT,1,70,2:26:08,"1,65",%30.12(2)
16/04/2023,3,2,DOĞU YILDIZI,4y d  a,BABA MEVLÜT,SARIKIZ,ADNAN GELEN,İstanbul,2100,Sentetik,4 Yaşlı Araplar,ŞARTLI 4/DHÖW,61,H.KARATAŞ,M.SOYKUVVET,4,70,2:26:28,"1,90",%42.17(1)
16/04/2023,3,3,GÖKKUZGUN,4y k  a,UÇANOĞLU,GÖKYEL,CUMA TEKDEMİR,İstanbul,2100,Sentetik,4 Yaşlı Araplar,ŞARTLI 4/DHÖW,55 +0.20,G.KOCAKAYA,A.G.GÖNÜLTAŞ,2,49,2:26:30,"10,80",%6.91(4)
16/04/2023,3,4,ELİTTAY,4y a  a,ALTAHA,HARİKA,BİRKAN BORA AKARSU,İstanbul,2100,Sentetik,4 Yaşlı Araplar,ŞARTLI 4/DHÖW,55 +1.00,Ö.YILDIRIM,F.SERİNTÜRK,3,59,2:32:18,"3,05",%20.8(3)
16/04/2023,4,1,VINCITORE,5y d  a,VICTORY GALLOP (CAN),ELEVATO,NECATİ DEMİRKOL,İstanbul,2000,Sentetik,4 ve Yukarı İngilizler,KV-7,56,G.KOCAKAYA,Z.GÜNELİ,3,101,2:01:02,"1,30",%63.03(1)
16/04/2023,4,2,KOCA SEYİD,6y d  a,SMART ROBIN (JPN),RED BIRD,MEHMET ÇAVUŞ,İstanbul,2000,Sentetik,4 ve Yukarı İngilizler,KV-7,60,Ö.YILDIRIM,HAY.YILDIRIM,1,96,2:02:26,"2,50",%16.59(2)
16/04/2023,4,3,FORT KNOX,4y d  a,RELIABLE MAN (GB),PLEINE FORME (USA),V.İBRAHİM ARACI,İstanbul,2000,Sentetik,4 ve Yukarı İngilizler,KV-7,54 +1.30,A.ÇELİK,S.BİLGİÇ,4,71,2:02:89,"5,35",%8.88(3)
16/04/2023,4,4,THE PLUCKY,5y d  a,MENDIP (USA),BEST OF ANGEL,AYŞE BAŞARAN,İstanbul,2000,Sentetik,4 ve Yukarı İngilizler,KV-7,57,VED.ABİŞ,O.BULUT,5,88,2:04:02,"20,25",%2.93(5)
16/04/2023,4,5,OKLAHOMA,4y a  a,TALIP HAN (IRE),AYŞA,İSMAİL HADİOĞLU,İstanbul,2000,Sentetik,4 ve Yukarı İngilizler,KV-7,56,H.KARATAŞ,A.KÜÇÜKAKSOY,2,86,2:04:28,"6,10",%7.09(4)
16/04/2023,4,6,BOZDAĞ BEYİ,6y a  a,AFTER MARKET (USA),LADY ÇUARD,METİN COKTAV,İstanbul,2000,Sentetik,4 ve Yukarı İngilizler,KV-7,56,G.ÖZÇELİK,Ş.AKSOY,6,78,0:00.00,0,%1.49(6)
16/04/2023,5,1,AHATLI,3y d  e,KING DAVID (USA),MESTANLI,FEDAİ KAHRAMAN,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,58,VED.ABİŞ,KAD.BALTACI,10,0,1:39:57,"2,10",%21.35(1)  %25.61(1)
16/04/2023,5,2,SKY ONE,3y d  e,APPROVE (IRE),ROSETTA,A.HALİM CELALOĞLU,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,58,S.AKBULAT AP,H.N.DERRE,11,0,1:39:64,"19,45",%6(7)  %5.45(7)
16/04/2023,5,3,WIND MOON,3y a  e,CRIMEAN TATAR,LALE DEVRİ,ABDULLAH AVCI,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,58,İ.SOYAD,S.ÇİFTÇİ,3,0,1:39:69,"5,35",%8.61(5)  %8.5(5)
16/04/2023,5,4,DEGAJ,3y d  d,BUSHRANGER (IRE),SWIFT,SULTAN SÖKMEN,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,56 +1.20,M.KAYA,EN.KARATAŞ,4,0,1:40:55,"3,85",%14.54(3)  %14.62(2)
16/04/2023,5,5,GONZALO,3y d  e,BELARDO (IRE),PALENA (GER),ABDULLAH YAZICI,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,58,M.ÇİÇEK,A.YAZICI,2,0,1:40:57,"6,40",%13.26(4)  %12.71(4)
16/04/2023,5,6,HAWA BILADY,3y d  e,ANODIN (IRE),INTO THE WILD (FR),M.ÖMER NAUSHAD MA,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,58,G.ÖZÇELİK,Y.ARHIM,5,0,1:40:76,"12,55",%7.67(6)  %7.04(6)
16/04/2023,5,7,NEOWISE,3y d  d,CORINTHIAN (USA),EUCLASE (USA),CEM SEVİM,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,56,E.AKTUĞ,K.MELİKE,1,0,1:40:80,"25,55",%3.23(10)  %2.88(10)
16/04/2023,5,8,GERALDINE,3y d  d,WIENER WALZER (GER),MISS CONGENIALITY,SELMAN ERDEMİRCİ,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,56,A.ASLAN,MUR.AKKILIÇ,7,0,1:44:08,"22,60",%3.82(8)  %3.48(8)
16/04/2023,5,9,BAHADIRSEKİZ,3y a  e,PACO BOY (IRE),MARCATOBIANCA,VOLKAN YOZGATLI,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,58,MER.ÇELİK,U.TEMUÇİN,8,0,1:45:38,"29,10",%3.14(11)  %2.54(11)
16/04/2023,5,10,FEFETUKA,3y d  d,HALICARNASSUS (IRE),GOLD BIHAR,BÜLENT TAŞÇI,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,56,Ö.YILDIRIM,S.BEKTAŞ,6,0,1:45:44,"5,65",%14.79(2)  %14.11(3)
16/04/2023,5,11,SKY FULL OF STARS,3y d  e,SPEEDY WOLF,SKY IS THE LIMIT,DENİZ KURTEL,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,58,D.PALAUR,Ş.ÖNCEL,9,0,1:46:30,"24,65",%3.61(9)  %3.06(9)
16/04/2023,6,1,KAHRAMANEFE,4y k  a,GELİBOLU,KAHRAMANKIZ,NASRİ ARTAR,İstanbul,1500,Sentetik,4 Yaşlı Araplar,Handikap 15/DHÖW /H2,60,H.ÇİZİK,D.ERGİN,1,59,1:40:05,"3,00",%21.77(2)  %22.34(2)
16/04/2023,6,2,EMİRENES,4y a  a,UÇANOĞLU,SOLMAZGÜL,METİN BİNGÖL,İstanbul,1500,Sentetik,4 Yaşlı Araplar,Handikap 15/DHÖW /H2,53 +2.00,MER.ÇELİK,S.YUDUM,3,45,1:40:66,"8,85",%6.69(7)  %7.29(6)
16/04/2023,6,3,SAVAŞÇITAY,4y k  a,GÜNTAY,YAKINBÜKE,MURAT AKKILIÇ,İstanbul,1500,Sentetik,4 Yaşlı Araplar,Handikap 15/DHÖW /H2,"54,5",E.AKTUĞ,E.ÇUKURKAŞ,2,48,1:41:15,"21,45",%2.4(8)  %2.07(8)
16/04/2023,6,4,MAVİ SAKAL,4y k  a,HABERBATUR,DİLRUBA SULTAN,SUAT YILMAZ,İstanbul,1500,Sentetik,4 Yaşlı Araplar,Handikap 15/DHÖW /H2,"50,5 +1.50",GÖK.BEKTAŞ,E.ÇUKURKAŞ,8,40,1:41:43,"8,50",%10.65(4)  %10.06(4)
16/04/2023,6,5,ALAVARA,4y a  a,UÇANOĞLU,ALTUN ÇELİK,KENAN YAZICI,İstanbul,1500,Sentetik,4 Yaşlı Araplar,Handikap 15/DHÖW /H2,50 +2.00,B.ÇIĞLA AP,A.N.HINÇ,11,38,1:41:75,"28,95",%2.09(9)  %1.94(9)
16/04/2023,6,6,UMBERTO,4y a  a,ŞAMİLBEY,TAŞKÖPRÜ,MUNİR GÖKÇE,İstanbul,1500,Sentetik,4 Yaşlı Araplar,Handikap 15/DHÖW /H2,52 +2.00,BERK.GÖKÇE AP,E.KOCA,10,47,1:42:23,"13,10",%7.25(6)  %7.12(7)
16/04/2023,6,7,UÇAN KAFKASLI,4y a  a,KAIZBERT (RU),UÇANKINALI,BEŞİR KAYA,İstanbul,1500,Sentetik,4 Yaşlı Araplar,Handikap 15/DHÖW /H2,"57,5",S.ALTAY AP,B.ATAY,5,60,1:42:24,"5,60",%10.49(3)  %9.87(3)
16/04/2023,6,8,UĞURLUKAN,4y k  a,ONURKAAN,UZUN İREM,CUMALİ ALPARSLAN,İstanbul,1500,Sentetik,4 Yaşlı Araplar,Handikap 15/DHÖW /H2,51 +1.80,A.YILDIZ,Y.DEMİRKIRAN,4,41,1:42:80,"11,75",%8.91(5)  %8.16(5)
16/04/2023,6,9,SAVABAR,4y a  a,GÜNTAY,REYHAN HANIM,A.HİKMET KIRKPANTUR,İstanbul,1500,Sentetik,4 Yaşlı Araplar,Handikap 15/DHÖW /H2,53 +2.00,G.KOCAKAYA,A.ALÇİÇEK,6,45,1:43:44,"1,85",%25.44(1)  %27.16(1)
16/04/2023,6,10,BERKAY GÜZELİ,4y a k,BERKAY EFE,ŞENOCAK GÜZELİ,RUKEN ATAŞ,İstanbul,1500,Sentetik,4 Yaşlı Araplar,Handikap 15/DHÖW /H2,50 +2.00,M.HAMEDİ,Ö.F.TAŞDELEN,7,37,1:49:99,"43,70",%1.78(10)  %1.63(10)
16/04/2023,6,11,SULTANBEŞİR,4y a  a,SULTAN DE FAUST (FR),CAŞPERİ,BEŞİR KAYA,İstanbul,1500,Sentetik,4 Yaşlı Araplar,Handikap 15/DHÖW /H2,56 +0.40,M.ÇİÇEK,B.ATAY,9,51,1:54:17,"5,60",%2.54(3)  %2.35(3)
16/04/2023,7,1,VENİ VİCİ,3y k  e,NATIVE KHAN (FR),EL SUENA (IRE),MUSTAFA ÜLKAN DELİKAN,İstanbul,1900,Çim,3 Yaşlı İngilizler,KV-9,58,G.KOCAKAYA,D.ERGİN,14,55,1:58:30,"14,75",%4.35(7)
16/04/2023,7,2,ANADOLU KOPARAN,3y a  e,NATIVE KHAN (FR),TAPIT GIRL,ŞEYDA ERCAN,İstanbul,1900,Çim,3 Yaşlı İngilizler,KV-9,58,H.KARATAŞ,R.GÜNELİ,10,80,1:58:35,"2,00",%24.27(1)
16/04/2023,7,3,BRIGHT FIRE,3y d  e,NATIVE KHAN (FR),LA COLITA,ARZU GÜNEŞ,İstanbul,1900,Çim,3 Yaşlı İngilizler,KV-9,58,VED.ABİŞ,F.SERİNTÜRK,1,92,1:58:83,"6,35",%14(3)
16/04/2023,7,4,GRACİAS SİNYOR,3y k  e,NATIVE KHAN (FR),DRY CLEANER,SERCAN KAVUŞAN,İstanbul,1900,Çim,3 Yaşlı İngilizler,KV-9,58,Ö.YILDIRIM,T.İBİŞ,4,68,1:59:00,"5,90",%9.47(5)
16/04/2023,7,5,SWORD MASTER,3y a  e,ENGLISH CHANNEL (USA),CALL ME KIM (USA),NİMET ARİF KURTEL,İstanbul,1900,Çim,3 Yaşlı İngilizler,KV-9,58,A.SÖZEN,H.YÜZBAŞI,9,59,1:59:26,"3,30",%19.36(2)
16/04/2023,7,6,FIRESIGN,3y d  e,LUCAYAN (FR),TULIPANO BIANCA (FR),ÇAĞRI SEL,İstanbul,1900,Çim,3 Yaşlı İngilizler,KV-9,58,H.ÇİZİK,S.ÇELİKMAN,2,67,1:59:35,"20,30",%4.12(8)
16/04/2023,7,7,GIATRES,3y d  e,SCARFACE,GRAND EXPECTATIONS,VOLKAN R. EKİNCİ,İstanbul,1900,Çim,3 Yaşlı İngilizler,KV-9,58,E.AKTUĞ,A.KÜÇÜKAKSOY,3,28,1:59:53,"66,65",%0.85(12)
16/04/2023,7,8,TALHA PAŞA,3y d  e,TOROK (IRE),MY LOVELY BOY,BARIŞ DURDAĞ,İstanbul,1900,Çim,3 Yaşlı İngilizler,KV-9,58,MER.ÇELİK,E.TURAN,7,59,2:00:46,"80,40",%1.1(10)
16/04/2023,7,9,BANK ACCOUNT,3y d  e,CHURCH PICTURES (GB),EAGLE WIND,YASEMİN TURAKTEKİN,İstanbul,1900,Çim,3 Yaşlı İngilizler,KV-9,58,M.KAYA,H.ŞİMŞEK,6,71,2:00:71,"16,75",%6.15(6)
16/04/2023,7,10,KING RUNNER,3y d  e,OSCAR PERFORMANCE (USA),HARD SUN (USA),TOLGA BACA,İstanbul,1900,Çim,3 Yaşlı İngilizler,KV-9,58,A.ÇELİK,Y.DEMİRKIRAN,8,57,2:01:34,"6,85",%11.07(4)
16/04/2023,7,11,MASTERCLASSMAN,3y d  e,MAXIMUS DREAM,LILYANA GRACE,ENDER COŞGUNSU,İstanbul,1900,Çim,3 Yaşlı İngilizler,KV-9,58,M.ÇİÇEK,M.TEKPETEK,12,71,2:02:34,"24,55",%2.92(9)
16/04/2023,7,12,BUTRAGUENO,3y a  e,EXPANSION (USA),PRIZE FOR,CENGİZ KÖMÜR,İstanbul,1900,Çim,3 Yaşlı İngilizler,KV-9,58,A.YILDIZ,H.ACAR,13,47,2:03:52,"101,60",%0.64(14)
16/04/2023,7,13,VASPURAKAN,3y d  e,OGHUZ,SARILAR GÜZELİ,SERDAR ZABUN,İstanbul,1900,Çim,3 Yaşlı İngilizler,KV-9,58,M.HAMEDİ,T.TAŞAR,11,44,2:04:01,"88,25",%0.65(13)
16/04/2023,7,14,PETER PARKER,3y d  e,MENDIP (USA),MAKENZİ,BARIŞ GÖKTÜRK,İstanbul,1900,Çim,3 Yaşlı İngilizler,KV-9,58,G.ÖZÇELİK,H.BOYRAZ,5,44,2:04:19,"78,15",%1.04(11)
16/04/2023,8,1,TRACTOR,5y d  a,BUSHRANGER (IRE),ANATOLIAN BISHOP,MEHMET EMİN EKENLER,İstanbul,1400,Çim,4 ve Yukarı İngilizler,A 3,59,Ö.YILDIRIM,S.GÜRKAN,5,98,1:22:89,"3,40",%12.14(3)
16/04/2023,8,2,LUMINARY,5y a  a,BOSPORUS (IRE),CLASSICAL GIRL,ALİ DOBAK,İstanbul,1400,Çim,4 ve Yukarı İngilizler,A 3,59,H.KARATAŞ,D.ERGİN,4,101,1:23:06,"1,25",%67.67(1)
16/04/2023,8,3,BRIGHT HOPE,4y d  a,TOROK (IRE),TORY BRAE LULU (IRE),ÖZLEM ECE KARAMAZI TURAN,İstanbul,1400,Çim,4 ve Yukarı İngilizler,A 3,58,G.KOCAKAYA,Y.DEMİR,3,98,1:24:59,"2,70",%16.64(2)
16/04/2023,8,4,POLPOO,4y d  a,TOROK (IRE),BEVERLY DANCER,ZEKİ KILIÇ,İstanbul,1400,Çim,4 ve Yukarı İngilizler,A 3,58,VED.ABİŞ,D.SAV,1,88,1:25:08,"16,55",%2.42(4)
16/04/2023,8,5,MASTER OF PUPPETS,4y d  a,PAPA CLEM (USA),LUCKY NUMBER,SELİM KAYA,İstanbul,1400,Çim,4 ve Yukarı İngilizler,A 3,58,M.KAYA,V.KARAKUŞ,2,76,1:29:96,"21,70",%1.12(5)
16/04/2023,9,1,MISTER PROTEO,3y a  e,THREE VALLEYS (USA),STELLA MIA,HAKAN S. ÖZCAN,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,58,G.ÖZÇELİK,B.KAÇMAZ,7,0,1:39:86,"4,30",%16.61(3)
16/04/2023,9,2,SOUND OF NATURE,3y a  e,TAMARKUZ (USA),SHE'S BEHAVING (USA),NİMET ARİF KURTEL,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,58,A.SÖZEN,H.YÜZBAŞI,1,0,1:41:15,"3,20",%21.41(1)
16/04/2023,9,3,EXTREME STAR,3y d  d,BUSHRANGER (IRE),MOONSTAR,ADEM SÜLEYMANOĞLU,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,56,MER.ÇELİK,T.İBİŞ,6,0,1:41:66,"22,90",%2.7(9)
16/04/2023,9,4,MANİPÜLASYON,3y d  d,KANEKO,MELIA,MEHMET ALAN,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,56 +1.30,M.KAYA,EN.KARATAŞ,8,0,1:41:74,"15,65",%4.66(8)
16/04/2023,9,5,KAVRANKAN,3y d  e,LILBOURNE LAD (IRE),MANDRANA,ORHAN KİBAR,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,58,İ.SOYAD,S.ÇİFTÇİ,2,0,1:41:87,"10,00",%7.9(5)
16/04/2023,9,6,INTELLIGENCE,3y d  d,TEOFILO (IRE),SPIRIT OF WINNING (GB),UTKU KELEŞOĞLU,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,56,H.KARATAŞ,Ş.GÖKÇE,5,0,1:42:89,"2,70",%18.38(2)
16/04/2023,9,7,KOBİ,3y d  e,MALİ,BİR UMUT,SADIK ORUÇ,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,58,M.HAMEDİ,S.ÇITAK,4,0,1:43:46,"36,85",%1.29(11)
16/04/2023,9,8,KINGS RANSOM,3y a  g,THREE VALLEYS (USA),LUCY IN THE SKY,DUYGU FATURA,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,58,G.KOCAKAYA,S.TAŞBEK,3,0,1:43:56,"6,50",%12.09(4)
16/04/2023,9,9,ANADOLU HÜNKARI,3y d  e,MALİ,MISS GATSBY,T. İZZET AKSOY,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,58,H.ÇİZİK,A.TEPEBAŞI,9,0,1:44:64,"11,45",%6.76(6)
16/04/2023,9,10,TUNDERSTORM,3y d  e,GENERAL QUARTERS (USA),COUP DE COEUR (IRE),ZEYNULLAH BAHÇIVAN,İstanbul,1600,Çim,3 Yaşlı İngilizler,ŞARTLI 1,58,E.AKTUĞ,R.BAŞKURT,10,0,1:44:88,"40,60",%1.46(10)
